ST	abcZ	adk	aroE	fumC	gdh	pdhC	pgm	clonal_complex
14109	919	39	170	111	148	153	65	unassigned CC for 14109
14110	59	39	67	1028	150	153	65	unassigned CC for 14110
14111	126	39	170	990	148	71	65	unassigned CC for 14111
14112	12	17	6	112	9	22	2	unassigned CC for 14112
14113	59	39	937	158	147	153	133	unassigned CC for 14113
14114	7	17	1	13	36	53	15	CC213
14115	10	6	9	24	9	6	9	CC41/44
14116	20	10	4	13	9	22	34	unassigned CC for 14116
14117	8	6	6	3	8	31	8	unassigned CC for 14117
14118	10	3	18	9	11	9	17	CC23
14119	4	10	2	17	8	11	17	CC269
14120	643	27	4	16	198	5	2	unassigned CC for 14120
14121	10	6	9	9	9	9	9	CC41/44
14122	9	6	9	15	9	6	2	CC41/44
14123	3	6	34	5	11	10	9	CC41/44
14124	10	5	9	17	3	26	17	CC60
14125	4	18	15	541	5	6	8	unassigned CC for 14125
14126	7	5	1	5	252	6	9	unassigned CC for 14126
14127	3	2	9	9	194	54	10	unassigned CC for 14127
14128	6	35	9	4	5	24	9	unassigned CC for 14128
14129	6	6	63	9	9	11	12	unassigned CC for 14129
14130	2	3	4	3	26	4	6	CC11
14131	10	1	9	24	9	41	9	unassigned CC for 14131
14132	4	3	15	9	8	11	17	CC269
14133	10	5	18	9	11	9	15	CC23
14134	2	10	9	5	8	4	12	unassigned CC for 14134
14135	2	3	4	16	8	4	2	CC11
14136	8	10	11	5	216	3	8	unassigned CC for 14136
14137	1	5	396	53	26	41	3	CC162
14138	23	5	122	3	5	21	255	unassigned CC for 14138
14139	9	4	4	17	5	6	2	CC103
14140	370	3	9	3	8	4	6	CC11
14141	10	5	63	9	11	9	17	CC23
14142	7	5	1	13	82	53	406	CC213
14143	695	5	747	5	26	8	21	unassigned CC for 14143
14144	3	6	49	5	9	22	9	CC41/44
14145	1	5	6	53	442	41	3	CC162
14146	10	245	18	9	11	9	17	CC23
14147	8	10	77	4	11	3	8	CC32
14148	8	105	4	452	36	11	7	CC1572
14149	12	2	9	9	194	9	10	unassigned CC for 14149
14150	6	6	63	17	9	11	74	unassigned CC for 14150
14151	20	6	75	5	9	6	9	CC41/44
14152	3	6	34	5	11	26	9	CC41/44
14153	9	6	9	5	9	6	74	CC41/44
14154	8	10	5	4	51	3	8	CC32
14155	11	10	18	8	11	4	21	CC22
14156	4	10	153	40	3	11	9	CC269
14157	12	2	4	8	13	205	9	unassigned CC for 14157
14158	7	3	10	26	10	589	601	unassigned CC for 14158
14159	7	8	4	19	25	1	2	CC18
14160	7	5	1	13	82	222	406	CC213
14161	1	5	4	53	26	41	756	CC162
14162	17	8	10	9	36	26	2	unassigned CC for 14162
14163	8	5	6	17	560	18	44	CC103
14164	2	10	13	18	6	10	16	CC35
14165	10	6	9	5	106	291	9	CC41/44
14166	11	5	18	8	11	606	21	CC22
14167	8	6	6	17	8	6	8	unassigned CC for 14167
14168	11	5	18	8	11	24	17	CC22
14169	7	5	18	13	36	53	12	CC213
14170	7	5	1	13	8	53	6	CC213
14171	1	5	518	53	26	41	3	CC162
14172	820	43	97	108	834	834	37	unassigned CC for 14172
14173	29	45	98	100	86	44	56	unassigned CC for 14173
14174	80	51	48	96	94	46	56	CC613 (lactamica)
14175	18	88	39	147	142	46	105	unassigned CC for 14175
14176	84	37	98	50	90	46	45	CC640 (lactamica)
14177	40	53	54	787	95	44	43	unassigned CC for 14177
14178	80	51	39	96	94	46	56	CC613 (lactamica)
14179	80	65	48	165	94	46	56	CC613 (lactamica)
14180	84	37	48	50	90	46	45	CC640 (lactamica)
14181	54	45	48	165	94	46	56	CC613 (lactamica)
14182	80	45	48	165	94	834	56	CC613 (lactamica)
14183	7	16	55	10	976	78	46	CC178
14184	8	105	52	255	3	11	7	CC1572
14185	27	6	9	3	977	6	16	unassigned CC for 14185
14186	920	3	4	3	8	4	6	CC11
14187	3	6	9	5	978	6	9	CC41/44
14188	27	6	9	3	979	6	16	unassigned CC for 14188
14189	2	3	4	3	980	4	6	CC11
14190	27	6	9	3	3	941	16	unassigned CC for 14190
14191	921	6	9	1029	3	6	16	unassigned CC for 14191
14192	2	3	4	1030	981	4	6	CC11
14193	10	5	18	1031	982	9	17	CC23
14194	17	5	973	10	3	26	2	CC60
14195	922	3	58	275	30	5	255	CC4821
14196	3	6	9	15	8	6	9	CC41/44
14197	923	3	4	3	8	4	6	CC11
14198	13	6	2	17	26	4	53	unassigned CC for 14198
14199	9	5	5	4	9	6	8	unassigned CC for 14199
14200	7	5	1	13	36	53	983	CC213
14201	2	3	974	17	8	4	6	CC11
14202	890	10	5	4	6	3	8	CC32
14203	891	3	4	3	8	4	6	CC11
14204	924	10	5	4	761	3	8	CC32
14205	925	6	219	5	9	6	9	CC41/44
14206	926	5	62	7	8	6	21	unassigned CC for 14206
14207	927	10	11	18	9	10	12	CC35
14208	928	5	18	9	11	9	17	CC23
14209	930	4	9	17	5	6	2	CC103
14210	929	10	15	9	8	11	9	CC269
14211	4	702	975	5	38	11	9	unassigned CC for 14211
14212	3	702	9	5	9	6	9	CC41/44
14213	2	701	4	3	8	4	6	CC11
14214	1	5	976	53	26	41	3	CC162
14215	9	6	751	1033	9	126	9	CC41/44
14216	17	5	19	1034	3	26	2	CC60
14217	4	10	15	1035	8	11	74	CC269
14218	4	3	11	1036	6	10	12	CC35
14219	3	10	9	5	983	6	12	CC41/44
14220	9	5	9	13	984	53	15	CC213
14221	3	27	9	5	983	6	12	CC41/44
14222	7	5	1	13	986	53	322	CC213
14223	4	10	15	9	987	11	17	CC269
14224	2	3	4	3	988	4	6	CC11
14225	4	3	2	17	989	11	9	unassigned CC for 14225
14226	2	5	1	13	990	53	15	CC213
14227	7	5	1	13	36	942	15	CC213
14228	3	6	9	5	9	943	8	CC41/44
14229	3	6	34	5	11	6	984	CC41/44
14230	9	6	18	9	249	6	985	CC41/44
14231	219	5	4	17	11	8	986	unassigned CC for 14231
14232	7	5	1	13	36	53	987	CC213
14233	8	10	154	17	26	21	340	unassigned CC for 14233
14234	10	29	2	26	11	3	12	unassigned CC for 14234
14235	933	4	17	15	30	7	990	CC198
14236	5	4	17	15	11	7	12	CC198
14237	16	2	6	25	17	25	991	CC53
14238	12	6	9	162	9	6	989	CC41/44
14239	7	16	55	1037	3	56	46	CC178
14240	8	4	34	17	194	18	15	CC103
14241	311	2	53	24	259	6	373	unassigned CC for 14241
14242	5	4	17	17	14	7	904	CC198
14243	6	5	6	1039	34	945	62	unassigned CC for 14243
14244	222	704	58	275	386	18	255	CC4821
14245	20	2	53	259	3	116	373	unassigned CC for 14245
14246	8	5	7	17	8	31	320	CC865
14247	8	6	6	17	249	31	8	unassigned CC for 14247
14248	1	3	19	9	62	21	2	unassigned CC for 14248
14249	46	60	972	26	985	13	8	unassigned CC for 14249
14250	6	5	7	17	17	24	120	unassigned CC for 14250
14251	8	6	6	1119	8	31	8	unassigned CC for 14251
14252	109	39	170	1118	148	153	65	unassigned CC for 14252
14253	935	39	170	111	992	153	65	unassigned CC for 14253
14254	1017	4	17	15	30	7	12	CC198
14255	2	29	2	26	739	755	522	unassigned CC for 14255
14256	20	3	2	26	263	15	112	unassigned CC for 14256
14257	4	10	1047	740	26	3	8	CC32
14258	20	5	467	9	21	9	251	unassigned CC for 14258
14259	4	10	2	25	3	6	20	unassigned CC for 14259
14260	4	10	2	4	6	4	8	CC32
14261	5	3	19	17	3	21	2	CC60
14262	25	6	9	9	9	6	885	CC41/44
14263	175	5	5	17	3	4	124	unassigned CC for 14263
14264	8	10	5	1120	6	3	8	CC32
14265	6	3	1048	7	6	18	77	unassigned CC for 14265
14266	4	10	38	18	6	10	12	CC35
14267	7	5	10	26	6	1	16	unassigned CC for 14267
14268	4	10	2	11	3	11	9	CC269
14269	8	4	13	17	5	24	2	CC103
14270	843	10	15	9	17	11	9	CC269
14271	12	5	12	35	60	7	17	CC461
14272	8	111	4	1	58	17	20	unassigned CC for 14272
14273	6	5	9	12	6	13	14	unassigned CC for 14273
14274	126	39	67	238	148	719	133	unassigned CC for 14274
14275	936	705	979	1040	993	946	993	unassigned CC for 14275
14276	949	715	932	793	1002	957	823	unassigned CC for 14276
14277	964	5	18	8	11	24	21	CC22
14278	2	3	275	13	11	8	21	unassigned CC for 14278
14279	80	45	48	1042	86	44	86	unassigned CC for 14279
14280	7	8	10	56	10	1	16	CC18
14281	4	6	12	13	5	6	152	unassigned CC for 14281
14282	689	5	6	17	560	18	2	CC103
14283	59	39	921	78	148	153	65	unassigned CC for 14283
14284	2	16	12	19	3	24	7	CC254
14285	961	365	995	1054	540	963	643	unassigned CC for 14285
14286	985	749	311	1081	1039	986	1051	unassigned CC for 14286
14287	522	680	955	500	545	543	541	unassigned CC for 14287
14288	960	725	280	339	1016	962	1027	unassigned CC for 14288
14289	959	724	554	500	1015	522	511	unassigned CC for 14289
14290	9	6	411	9	9	6	9	CC41/44
14291	4	3	11	17	6	10	415	CC35
14292	41	6	351	76	562	6	311	unassigned CC for 14292
14293	242	173	666	301	279	257	790	unassigned CC for 14293
14294	786	66	994	100	219	43	157	unassigned CC for 14294
14295	59	39	1005	156	188	71	133	unassigned CC for 14295
14296	109	39	1027	111	148	153	65	unassigned CC for 14296
14297	988	736	1016	1071	1024	990	1061	unassigned CC for 14297
14298	735	755	289	255	740	860	757	unassigned CC for 14298
14299	884	39	67	78	148	71	65	unassigned CC for 14299
14300	59	112	942	111	189	153	65	unassigned CC for 14300
14301	685	453	738	698	707	711	1039	unassigned CC for 14301
14302	8	5	53	55	25	24	17	unassigned CC for 14302
14303	12	6	6	72	8	26	139	unassigned CC for 14303
14304	59	39	67	78	840	153	65	unassigned CC for 14304
14305	23	6	9	9	9	235	301	CC41/44
14306	20	7	9	988	9	127	121	unassigned CC for 14306
14307	8	5	6	40	8	31	30	unassigned CC for 14307
14308	59	39	67	156	148	71	1095	unassigned CC for 14308
14309	109	39	67	111	146	153	133	unassigned CC for 14309
14310	1019	39	67	156	188	71	133	unassigned CC for 14310
14311	435	39	67	237	146	71	65	unassigned CC for 14311
14312	59	39	170	157	148	71	133	unassigned CC for 14312
14313	200	39	67	1124	148	153	65	unassigned CC for 14313
14314	109	39	67	156	152	71	1096	unassigned CC for 14314
14315	7	16	12	10	3	32	46	CC178
14316	20	3	13	25	6	155	77	unassigned CC for 14316
14317	6	41	9	9	9	6	321	CC41/44
14318	4	10	79	1125	6	189	12	CC35
14319	12	5	18	9	11	9	1097	CC23
14320	126	39	67	111	148	668	65	unassigned CC for 14320
14321	6	5	944	113	21	24	2	unassigned CC for 14321
14322	8	35	639	264	5	3	8	unassigned CC for 14322
14323	12	17	26	34	11	24	9	unassigned CC for 14323
14324	3	6	19	11	3	6	9	CC41/44
14325	6	5	10	17	21	24	8	unassigned CC for 14325
14326	6	5	7	17	21	24	120	unassigned CC for 14326
14327	8	5	6	17	560	32	2	CC103
14328	1016	5	7	8	9	24	120	unassigned CC for 14328
14329	79	3	6	39	9	22	9	unassigned CC for 14329
14330	435	39	170	1025	148	153	65	unassigned CC for 14330
14331	126	39	67	238	147	928	133	unassigned CC for 14331
14332	917	112	67	990	148	934	65	unassigned CC for 14332
14333	917	142	67	156	188	153	65	unassigned CC for 14333
14334	109	39	170	111	950	153	65	unassigned CC for 14334
14335	59	112	67	990	148	71	65	unassigned CC for 14335
14336	109	39	170	111	971	153	65	unassigned CC for 14336
14337	917	39	67	78	148	153	133	unassigned CC for 14337
14338	8	5	6	17	9	31	8	unassigned CC for 14338
14339	126	39	67	238	148	935	133	unassigned CC for 14339
14340	917	39	67	111	150	153	65	unassigned CC for 14340
14341	59	39	67	78	148	928	65	unassigned CC for 14341
14342	59	39	67	158	148	936	65	unassigned CC for 14342
14343	126	39	67	1026	148	153	981	unassigned CC for 14343
14344	4	35	11	18	6	10	12	CC35
14345	59	39	956	78	149	154	65	unassigned CC for 14345
14346	918	39	67	78	148	153	65	unassigned CC for 14346
14347	59	39	67	1027	148	153	133	unassigned CC for 14347
14348	59	39	67	78	148	937	65	unassigned CC for 14348
14349	917	39	170	78	149	154	133	unassigned CC for 14349
14350	917	39	67	156	150	153	65	unassigned CC for 14350
14351	59	39	67	1026	148	153	65	unassigned CC for 14351
14352	59	39	170	78	146	938	65	unassigned CC for 14352
14353	109	39	170	111	148	928	65	unassigned CC for 14353
14354	126	39	67	238	148	928	133	unassigned CC for 14354
14355	8	5	6	2	560	18	2	CC103
14356	12	5	18	9	11	1028	17	CC23
14357	6	5	322	11	1084	280	17	unassigned CC for 14357
14358	4	10	1049	9	36	11	9	CC269
14359	8	5	15	17	30	15	2	CC865
14360	4	10	47	17	6	11	12	CC35
14361	12	5	12	1126	60	22	17	CC461
14362	12	5	12	35	192	22	9	CC461
14363	4	10	34	13	38	11	8	unassigned CC for 14363
14364	3	10	9	5	9	18	22	CC41/44
14365	7	18	15	19	10	6	1099	unassigned CC for 14365
14366	2	3	4	110	8	4	6	CC11
14367	126	39	67	238	839	153	133	unassigned CC for 14367
14368	20	6	9	17	9	11	9	CC41/44
14369	59	39	67	158	148	1029	65	unassigned CC for 14369
14370	59	142	67	78	148	153	133	unassigned CC for 14370
14371	7	10	10	26	10	1	16	CC18
14372	28	6	9	1127	9	6	9	CC41/44
14373	12	5	18	1128	11	9	17	CC23
14374	10	223	19	17	3	9	2	CC60
14375	46	703	2	7	26	20	2	unassigned CC for 14375
14376	4	10	2	25	6	4	6	unassigned CC for 14376
14377	1020	6	9	9	9	6	12	CC41/44
14378	132	10	832	17	62	21	12	unassigned CC for 14378
14379	20	3	2	5	26	15	112	unassigned CC for 14379
14380	222	5	58	261	263	5	255	CC4821
14381	5	4	29	15	30	7	12	CC198
14382	2	6	9	17	9	6	988	CC41/44
14383	9	6	9	8	5	6	9	CC41/44
14384	27	6	384	3	9	6	16	unassigned CC for 14384
14385	931	10	6	16	3	11	20	unassigned CC for 14385
14386	6	7	12	56	26	18	8	CC175
14387	2	5	6	1	22	21	8	unassigned CC for 14387
14388	35	24	1050	48	6	48	41	CC192
14389	35	24	15	1129	6	48	41	CC192
14390	12	16	9	133	9	22	18	unassigned CC for 14390
14391	46	3	4	216	6	41	464	unassigned CC for 14391
14392	59	39	67	156	146	153	65	unassigned CC for 14392
14393	128	39	67	78	149	71	223	unassigned CC for 14393
14394	109	39	67	190	149	153	65	unassigned CC for 14394
14395	126	39	67	238	188	153	133	unassigned CC for 14395
14396	276	4	9	141	2	425	357	unassigned CC for 14396
14397	128	39	67	157	147	153	133	unassigned CC for 14397
14398	4	3	19	18	9	10	10	unassigned CC for 14398
14399	109	39	170	238	148	153	133	unassigned CC for 14399
14400	126	39	2	238	148	153	133	unassigned CC for 14400
14401	20	7	9	8	9	127	2	unassigned CC for 14401
14402	74	49	48	50	92	46	56	CC640 (lactamica)
14403	1025	790	746	764	1086	192	28	unassigned CC for 14403
14404	2	5	2	92	71	65	53	unassigned CC for 14404
14405	1023	4	6	17	5	18	2	CC103
14406	1024	5	467	3	21	9	251	unassigned CC for 14406
14407	8	5	13	11	6	1030	2	unassigned CC for 14407
14408	59	39	170	158	148	71	133	unassigned CC for 14408
14409	46	7	4	9	26	9	8	CC175
14410	276	4	9	141	5	425	425	unassigned CC for 14410
14411	12	3	6	39	1083	22	9	unassigned CC for 14411
14412	6	5	7	17	17	24	21	unassigned CC for 14412
14413	126	39	170	78	146	153	65	unassigned CC for 14413
14414	59	39	67	157	1051	153	65	unassigned CC for 14414
14415	126	39	170	78	149	71	65	unassigned CC for 14415
14416	1026	39	67	78	148	153	65	unassigned CC for 14416
14417	126	39	170	111	146	154	65	unassigned CC for 14417
14418	109	39	170	78	147	154	65	unassigned CC for 14418
14419	109	39	170	1134	148	668	65	unassigned CC for 14419
14420	59	39	67	111	188	71	65	unassigned CC for 14420
14421	59	39	658	111	148	153	65	unassigned CC for 14421
14422	59	39	170	158	148	153	65	unassigned CC for 14422
14423	109	39	67	158	147	153	65	unassigned CC for 14423
14424	80	796	48	50	92	46	1107	CC640 (lactamica)
14425	59	39	67	78	148	1031	65	unassigned CC for 14425
14426	88	797	39	45	1095	42	56	CC1494 (lactamica)
14427	7	5	1	9	36	1033	15	CC213
14428	109	39	170	111	149	154	65	unassigned CC for 14428
14429	59	39	170	111	148	1032	65	unassigned CC for 14429
14430	559	46	102	89	91	82	1011	CC595 (lactamica)
14431	276	4	9	9	5	247	340	unassigned CC for 14431
14432	200	39	67	156	147	71	65	unassigned CC for 14432
14433	498	65	97	45	528	954	40	unassigned CC for 14433
14434	59	39	67	190	146	153	133	unassigned CC for 14434
14435	59	39	67	190	188	153	133	unassigned CC for 14435
14436	59	39	67	239	189	153	65	unassigned CC for 14436
14437	83	37	48	52	396	44	1012	unassigned CC for 14437
14438	33	337	48	510	134	44	1013	unassigned CC for 14438
14439	80	45	48	1049	94	46	56	CC613 (lactamica)
14440	131	37	169	1048	1008	46	88	unassigned CC for 14440
14441	74	718	42	45	87	46	94	unassigned CC for 14441
14442	131	47	169	102	81	46	1018	unassigned CC for 14442
14443	129	39	67	1091	149	153	65	unassigned CC for 14443
14444	80	719	48	96	94	46	56	CC613 (lactamica)
14445	499	334	42	47	87	46	1019	unassigned CC for 14445
14446	126	39	67	111	148	996	65	unassigned CC for 14446
14447	498	37	97	94	528	958	40	unassigned CC for 14447
14448	995	39	67	111	148	153	65	unassigned CC for 14448
14449	29	46	42	94	1009	959	107	unassigned CC for 14449
14450	499	714	42	47	1003	46	39	unassigned CC for 14450
14451	59	112	67	157	147	71	133	unassigned CC for 14451
14452	200	39	67	156	188	71	65	unassigned CC for 14452
14453	5	4	17	15	1096	7	12	CC198
14454	61	716	635	501	141	415	518	unassigned CC for 14454
14455	499	717	42	47	87	46	39	unassigned CC for 14455
14456	10	5	18	9	260	9	17	CC23
14457	35	24	76	48	1097	48	41	CC192
14458	498	65	97	45	528	955	40	unassigned CC for 14458
14459	498	65	97	45	1004	47	40	unassigned CC for 14459
14460	953	43	42	50	1005	42	37	unassigned CC for 14460
14461	499	334	42	47	87	956	39	unassigned CC for 14461
14462	80	335	48	96	94	46	1015	CC613 (lactamica)
14463	80	610	169	1047	86	44	56	unassigned CC for 14463
14464	126	39	67	190	734	153	133	unassigned CC for 14464
14465	80	43	48	45	94	46	1016	CC613 (lactamica)
14466	59	39	170	238	146	154	65	unassigned CC for 14466
14467	80	43	169	45	94	46	1016	unassigned CC for 14467
14468	498	65	988	45	528	47	40	unassigned CC for 14468
14469	954	65	48	50	90	50	1017	unassigned CC for 14469
14470	80	45	989	96	94	46	56	CC613 (lactamica)
14471	80	45	48	96	1006	46	56	CC613 (lactamica)
14472	131	47	48	1048	81	46	88	CC624 (lactamica)
14473	59	39	170	190	148	71	65	unassigned CC for 14473
14474	4	10	5	4	6	3	1108	CC32
14475	559	46	102	89	91	46	1011	CC595 (lactamica)
14476	80	45	48	96	1007	46	56	CC613 (lactamica)
14477	16	2	6	25	1098	25	22	CC53
14478	9	6	9	56	9	6	9	CC41/44
14479	976	738	1009	1068	1028	977	1041	unassigned CC for 14479
14480	1027	43	959	1135	92	46	1109	unassigned CC for 14480
14481	83	49	959	1135	92	46	965	unassigned CC for 14481
14482	80	45	87	45	165	44	45	unassigned CC for 14482
14483	74	44	68	108	821	46	1110	unassigned CC for 14483
14484	83	65	42	45	93	46	1111	unassigned CC for 14484
14485	4	10	2	218	8	1	20	unassigned CC for 14485
14486	2	16	34	11	13	22	17	unassigned CC for 14486
14487	140	5	9	173	175	41	165	unassigned CC for 14487
14488	3	6	9	5	9	6	63	CC41/44
14489	2	795	335	241	42	222	287	unassigned CC for 14489
14490	435	39	170	111	148	154	65	unassigned CC for 14490
14491	12	5	18	9	11	9	1123	CC23
14492	2	3	4	3	1102	4	6	CC11
14493	10	802	18	9	11	9	2	CC23
14494	12	5	15	17	8	21	2	CC865
14495	4	10	161	9	6	24	3	unassigned CC for 14495
14496	140	5	9	173	175	34	1106	unassigned CC for 14496
14497	1	5	13	53	26	1037	3	CC162
14498	6	41	108	15	21	6	9	unassigned CC for 14498
14499	5	4	17	717	14	7	12	CC198
14500	8	6	17	3	9	26	16	unassigned CC for 14500
14501	12	5	18	1137	11	9	17	CC23
14502	1033	5	7	17	21	24	17	unassigned CC for 14502
14503	222	3	58	275	30	34	255	CC4821
14504	13	29	2	17	9	65	17	unassigned CC for 14504
14505	8	5	4	17	8	21	20	CC865
14506	12	2	9	8	194	24	21	unassigned CC for 14506
14507	4	10	2	9	392	483	1105	unassigned CC for 14507
14508	88	43	39	89	65	42	37	CC1494 (lactamica)
14509	88	43	39	1138	134	42	37	CC1494 (lactamica)
14510	40	43	39	57	65	44	37	CC1494 (lactamica)
14511	1030	43	97	45	65	46	37	CC1494 (lactamica)
14512	29	43	39	45	65	1035	37	CC1494 (lactamica)
14513	81	65	48	382	816	1036	40	unassigned CC for 14513
14514	84	49	48	50	86	46	45	CC640 (lactamica)
14515	2	25	7	17	21	26	49	CC1157
14516	29	51	42	94	93	46	56	unassigned CC for 14516
14517	82	47	96	45	81	123	88	unassigned CC for 14517
14518	82	47	96	102	81	1018	88	unassigned CC for 14518
14519	74	58	1067	47	100	42	94	unassigned CC for 14519
14520	29	37	42	1141	93	46	94	unassigned CC for 14520
14521	12	5	484	17	3	1034	124	unassigned CC for 14521
14522	40	43	48	45	1100	50	520	unassigned CC for 14522
14523	29	574	48	96	94	46	592	CC613 (lactamica)
14524	80	45	48	95	94	46	854	CC613 (lactamica)
14525	80	45	98	100	94	158	854	unassigned CC for 14525
14526	10	5	15	17	5	24	1114	unassigned CC for 14526
14527	29	43	39	45	65	42	1116	CC1494 (lactamica)
14528	74	49	48	50	92	46	1117	CC640 (lactamica)
14529	80	58	68	47	100	42	1118	unassigned CC for 14529
14530	29	45	97	45	65	46	1119	unassigned CC for 14530
14531	82	47	96	102	81	46	1121	unassigned CC for 14531
14532	16	2	6	25	17	25	1122	CC53
14533	13	29	2	17	21	65	2	unassigned CC for 14533
14534	12	5	9	1136	9	6	9	CC41/44
14535	25	6	9	9	9	1038	9	CC41/44
14536	8	3	11	18	6	10	12	CC35
14537	5	4	17	15	30	18	12	CC198
14538	16	2	18	25	17	25	16	CC53
14539	11	804	18	8	11	4	21	CC22
14540	11	803	18	8	78	24	21	CC22
14541	32	799	42	510	1099	46	39	unassigned CC for 14541
14542	74	798	42	94	94	46	40	CC1540 (lactamica)
14543	40	37	87	45	90	46	43	unassigned CC for 14543
14544	40	53	97	45	95	50	43	unassigned CC for 14544
14545	83	53	54	47	95	50	43	unassigned CC for 14545
14546	40	45	87	50	95	609	43	unassigned CC for 14546
14547	3	6	923	5	9	6	70	CC41/44
14548	83	37	48	45	90	46	85	unassigned CC for 14548
14549	80	37	48	45	165	46	86	unassigned CC for 14549
14550	1031	58	68	47	86	46	91	unassigned CC for 14550
14551	82	47	96	98	81	123	282	unassigned CC for 14551
14552	80	45	48	96	94	46	612	CC613 (lactamica)
14553	83	37	87	45	90	46	999	unassigned CC for 14553
14554	27	6	11	5	9	6	1112	CC41/44
14555	74	45	48	825	100	42	1113	unassigned CC for 14555
14556	4	10	161	9	6	21	1115	unassigned CC for 14556
14557	29	43	54	45	65	42	1116	CC1494 (lactamica)
14558	8	25	7	17	21	26	1120	CC1157
14559	13	6	1065	3	1094	4	1100	unassigned CC for 14559
14560	46	3	415	7	79	18	77	unassigned CC for 14560
14561	1034	39	67	158	148	153	65	unassigned CC for 14561
14562	109	39	170	1143	148	153	65	unassigned CC for 14562
14563	59	39	67	961	148	1031	65	unassigned CC for 14563
14564	126	39	170	158	146	153	65	unassigned CC for 14564
14565	59	39	67	78	147	1040	65	unassigned CC for 14565
14566	59	39	921	1144	148	153	65	unassigned CC for 14566
14567	109	39	170	1144	148	153	65	unassigned CC for 14567
14568	59	39	170	1144	148	153	65	unassigned CC for 14568
14569	59	39	921	78	1085	153	65	unassigned CC for 14569
14570	4	10	11	18	6	10	112	CC35
14571	4	10	340	17	8	10	12	CC35
14572	1032	800	1066	1139	1101	1039	1076	unassigned CC for 14572
14573	685	453	738	1140	707	711	722	unassigned CC for 14573
14574	332	6	9	8	9	22	9	CC41/44
14575	8	10	5	9	6	40	8	CC32
14576	2	5	4	1	9	18	7	unassigned CC for 14576
14577	4	10	47	17	5	503	12	unassigned CC for 14577
14578	2	10	12	17	6	503	7	unassigned CC for 14578
14579	28	6	95	9	435	41	370	unassigned CC for 14579
14580	3	6	9	9	9	25	9	CC41/44
14581	6	7	4	56	8	18	8	CC175
14582	8	16	12	11	3	63	118	CC254
14583	1035	3	4	275	30	6	255	CC4821
14584	109	39	170	156	149	71	65	unassigned CC for 14584
14585	126	39	170	158	147	71	65	unassigned CC for 14585
14586	435	39	67	1145	148	153	65	unassigned CC for 14586
14587	435	39	170	157	148	153	65	unassigned CC for 14587
